acct_id,email_grp,sales,net_profit,sends,opens,unsubscribed
"138,473,523",Grp1,0.00,0.000000,46,1,0
"138,473,525",Grp2,0.00,0.000000,31,0,0
"138,473,531",Grp2,0.00,0.000000,48,20,0
"138,473,548",Grp1,0.00,0.000000,45,0,0
"138,473,553",Grp2,0.00,0.000000,47,0,0
"138,473,554",Grp2,0.00,0.000000,50,1,0
"138,473,555",Grp2,0.00,0.000000,48,5,0
"138,473,556",Grp2,0.00,0.000000,48,2,0
"138,473,575",Grp1,0.00,0.000000,32,8,1
"138,473,581",Grp2,0.00,0.000000,50,2,0
"138,473,583",Grp1,0.00,0.000000,48,1,0
"138,473,584",Grp1,0.00,0.000000,50,9,0
"138,473,588",Grp2,0.00,0.000000,30,0,0
"138,473,589",Grp2,0.00,0.000000,48,6,0
"138,473,595",Grp1,0.00,0.000000,9,6,1
"138,473,613",Grp2,0.00,0.000000,50,7,0
"138,473,626",Grp2,0.00,0.000000,48,2,0
"138,473,627",Grp2,0.00,0.000000,32,0,0
"138,473,629",Grp1,0.00,0.000000,31,0,0
"138,473,639",Grp2,0.00,0.000000,31,0,0
"138,473,646",Grp2,0.00,0.000000,47,1,0
"138,473,647",Grp2,0.00,0.000000,30,0,0
"138,473,657",Grp2,0.00,0.000000,48,16,0
"138,473,658",Grp2,0.00,0.000000,47,10,0
"138,473,659",Grp2,0.00,0.000000,43,1,0
"138,473,666",Grp1,0.00,0.000000,48,39,0
"138,473,670",Grp2,0.00,0.000000,1,0,0
"138,473,671",Grp2,0.00,0.000000,31,0,0
"138,473,679",Grp2,0.00,0.000000,31,0,0
"138,473,699",Grp2,0.00,0.000000,30,0,0
"138,473,700",Grp2,0.00,0.000000,46,0,0
"138,473,701",Grp2,0.00,0.000000,1,0,0
"138,473,720",Grp2,0.00,0.000000,47,10,0
"138,473,721",Grp2,0.00,0.000000,57,2,0
"138,473,723",Grp2,0.00,0.000000,46,4,0
"138,473,724",Grp2,0.00,0.000000,38,1,0
"138,473,725",Grp1,0.00,0.000000,47,6,0
"138,473,727",Grp2,0.00,0.000000,30,0,0
"138,473,734",Grp2,0.00,0.000000,47,0,0
"138,473,745",Grp2,0.00,0.000000,31,0,0
"138,473,750",Grp2,0.00,0.000000,30,0,0
"138,473,751",Grp2,0.00,0.000000,31,0,0
"138,473,754",Grp2,0.00,0.000000,31,0,0
"138,473,759",Grp1,0.00,0.000000,30,0,0
"138,473,760",Grp1,0.00,0.000000,31,0,0
"138,473,766",Grp2,0.00,0.000000,46,1,0
"138,473,789",Grp2,0.00,0.000000,31,0,0
"138,473,790",Grp2,0.00,0.000000,47,1,0
"138,473,798",Grp2,0.00,0.000000,46,3,0
"138,473,806",Grp2,0.00,0.000000,31,0,0
"138,473,827",Grp2,0.00,0.000000,46,0,0
"138,473,853",Grp2,0.00,0.000000,48,7,0
"138,473,854",Grp2,0.00,0.000000,49,8,1
"138,473,871",Grp2,0.00,0.000000,29,0,0
"138,473,880",Grp1,0.00,0.000000,0,0,0
"138,473,889",Grp1,0.00,0.000000,47,11,0
"138,473,890",Grp2,0.00,0.000000,30,0,0
"138,473,891",Grp2,0.00,0.000000,1,0,0
"138,473,898",Grp2,0.00,0.000000,45,0,0
"138,473,901",Grp2,0.00,0.000000,29,0,0
"138,473,906",Grp2,0.00,0.000000,7,3,1
"138,473,907",Grp2,0.00,0.000000,30,0,0
"138,473,912",Grp2,0.00,0.000000,47,4,0
"138,473,918",Grp1,0.00,0.000000,47,2,0
"138,473,921",Grp1,0.00,0.000000,31,0,0
"138,473,932",Grp1,0.00,0.000000,47,0,0
"138,473,948",Grp2,0.00,0.000000,47,2,0
"138,473,949",Grp2,0.00,0.000000,44,0,0
"138,473,950",Grp2,0.00,0.000000,31,0,0
"138,473,959",Grp2,0.00,0.000000,29,0,0
"138,473,960",Grp2,0.00,0.000000,49,0,0
"138,473,961",Grp2,0.00,0.000000,46,1,0
"138,473,962",Grp2,0.00,0.000000,48,1,0
"138,473,966",Grp1,0.00,0.000000,46,2,0
"138,473,972",Grp2,0.00,0.000000,31,0,0
"138,473,974",Grp2,0.00,0.000000,46,0,0
"138,473,988",Grp1,938.96,179.763796,58,68,1
"138,473,993",Grp2,0.00,0.000000,30,0,0
"138,474,002",Grp2,0.00,0.000000,31,0,0
"138,474,010",Grp2,0.00,0.000000,31,0,0
"138,474,011",Grp2,0.00,0.000000,49,4,0
"138,474,014",Grp1,0.00,0.000000,54,13,0
"138,474,018",Grp2,0.00,0.000000,46,34,0
"138,474,020",Grp1,0.00,0.000000,47,1,0
"138,474,022",Grp2,0.00,0.000000,45,0,0
"138,474,029",Grp1,0.00,0.000000,46,1,0
"138,474,032",Grp2,0.00,0.000000,30,0,0
"138,474,043",Grp1,0.00,0.000000,31,0,0
"138,474,074",Grp2,0.00,0.000000,30,0,0
"138,474,075",Grp2,0.00,0.000000,47,7,0
"138,474,077",Grp2,0.00,0.000000,48,14,0
"138,474,078",Grp2,0.00,0.000000,31,0,0
"138,474,080",Grp2,0.00,0.000000,30,0,0
"138,474,085",Grp2,0.00,0.000000,30,0,0
"138,474,086",Grp2,0.00,0.000000,48,3,0
"138,474,090",Grp2,0.00,0.000000,47,2,0
"138,474,097",Grp2,0.00,0.000000,48,3,0
"138,474,098",Grp2,0.00,0.000000,31,0,0
"138,474,104",Grp2,0.00,0.000000,47,1,0
"138,474,105",Grp2,0.00,0.000000,31,0,0
"138,474,110",Grp2,0.00,0.000000,30,0,0
"138,474,111",Grp2,0.00,0.000000,47,1,0
"138,474,118",Grp2,0.00,0.000000,45,0,0
"138,474,119",Grp2,0.00,0.000000,30,0,0
"138,474,121",Grp1,0.00,0.000000,12,2,1
"138,474,127",Grp2,0.00,0.000000,47,8,0
"138,474,128",Grp2,0.00,0.000000,46,1,0
"138,474,129",Grp2,0.00,0.000000,1,0,0
"138,474,134",Grp2,0.00,0.000000,31,0,0
"138,474,135",Grp2,0.00,0.000000,48,1,0
"138,474,143",Grp1,0.00,0.000000,47,12,0
"138,474,145",Grp2,0.00,0.000000,31,0,0
"138,474,146",Grp1,0.00,0.000000,47,71,0
"138,474,150",Grp2,0.00,0.000000,30,0,0
"138,474,152",Grp2,0.00,0.000000,1,0,0
"138,474,162",Grp2,0.00,0.000000,46,4,0
"138,474,176",Grp2,0.00,0.000000,31,0,0
"138,474,186",Grp2,0.00,0.000000,48,6,0
"138,474,197",Grp2,0.00,0.000000,30,0,0
"138,474,214",Grp1,0.00,0.000000,30,0,0
"138,474,219",Grp2,0.00,0.000000,30,0,0
"138,474,221",Grp2,0.00,0.000000,31,0,0
"138,474,222",Grp2,0.00,0.000000,1,0,0
"138,474,223",Grp2,0.00,0.000000,30,0,0
"138,474,260",Grp1,0.00,0.000000,1,0,0
"138,474,261",Grp2,0.00,0.000000,47,3,0
"138,474,269",Grp2,0.00,0.000000,32,0,0
"138,474,270",Grp2,0.00,0.000000,48,1,0
"138,474,271",Grp2,0.00,0.000000,47,1,0
"138,474,274",Grp2,0.00,0.000000,47,1,0
"138,474,284",Grp2,0.00,0.000000,31,0,0
"138,474,292",Grp2,0.00,0.000000,48,2,0
"138,474,293",Grp2,0.00,0.000000,5,3,1
"138,474,299",Grp1,0.00,0.000000,44,0,0
"138,474,312",Grp2,0.00,0.000000,30,0,0
"138,474,326",Grp2,0.00,0.000000,46,0,0
"138,474,327",Grp2,0.00,0.000000,30,0,0
"138,474,341",Grp2,0.00,0.000000,31,0,0
"138,474,342",Grp2,0.00,0.000000,47,6,0
"138,474,344",Grp2,0.00,0.000000,32,0,0
"138,474,367",Grp2,0.00,0.000000,30,0,0
"138,474,373",Grp2,0.00,0.000000,48,8,0
"138,474,374",Grp2,0.00,0.000000,32,0,0
"138,474,379",Grp1,0.00,0.000000,53,1,0
"138,474,382",Grp2,0.00,0.000000,48,3,0
"138,474,386",Grp2,0.00,0.000000,48,1,0
"138,474,387",Grp1,0.00,0.000000,47,3,0
"138,474,395",Grp2,0.00,0.000000,47,0,0
"138,474,396",Grp1,0.00,0.000000,63,14,0
"138,474,400",Grp1,0.00,0.000000,30,0,0
"138,474,406",Grp2,0.00,0.000000,30,0,0
"138,474,407",Grp2,0.00,0.000000,31,0,0
"138,474,408",Grp2,0.00,0.000000,32,0,0
"138,474,415",Grp1,0.00,0.000000,46,4,0
"138,474,416",Grp2,0.00,0.000000,31,0,0
"138,474,417",Grp1,0.00,0.000000,47,22,0
"138,474,435",Grp2,0.00,0.000000,48,16,0
"138,474,436",Grp2,0.00,0.000000,31,0,0
"138,474,454",Grp2,0.00,0.000000,45,0,0
"138,474,461",Grp2,0.00,0.000000,30,0,0
"138,474,462",Grp1,0.00,0.000000,6,0,0
"138,474,468",Grp2,0.00,0.000000,46,36,0
"138,474,470",Grp2,0.00,0.000000,31,0,0
"138,474,472",Grp2,0.00,0.000000,48,3,0
"138,474,473",Grp2,0.00,0.000000,30,0,0
"138,474,474",Grp2,0.00,0.000000,49,7,0
"138,474,476",Grp1,0.00,0.000000,31,0,0
"138,474,478",Grp2,0.00,0.000000,47,7,0
"138,474,490",Grp2,0.00,0.000000,48,11,0
"138,474,499",Grp2,0.00,0.000000,31,0,0
"138,474,500",Grp2,0.00,0.000000,48,2,0
"138,474,504",Grp1,0.00,0.000000,37,6,1
"138,474,516",Grp1,0.00,0.000000,46,1,0
"138,474,525",Grp2,0.00,0.000000,45,0,0
"138,474,526",Grp1,0.00,0.000000,1,2,1
"138,474,528",Grp1,0.00,0.000000,1,0,0
"138,474,540",Grp1,0.00,0.000000,52,49,0
"138,474,542",Grp2,0.00,0.000000,30,0,0
"138,474,544",Grp1,0.00,0.000000,30,0,0
"138,474,552",Grp1,0.00,0.000000,29,0,0
"138,474,555",Grp1,0.00,0.000000,49,19,0
"138,474,558",Grp1,0.00,0.000000,46,3,0
"138,474,565",Grp1,0.00,0.000000,47,0,0
"138,474,567",Grp2,0.00,0.000000,48,3,0
"138,474,568",Grp2,0.00,0.000000,29,0,0
"138,474,569",Grp2,0.00,0.000000,52,16,0
"138,474,572",Grp1,0.00,0.000000,45,0,0
"138,474,598",Grp1,0.00,0.000000,32,2,1
"138,474,614",Grp2,0.00,0.000000,47,4,0
"138,474,623",Grp1,0.00,0.000000,31,1,1
"138,474,645",Grp2,0.00,0.000000,32,0,0
"138,474,646",Grp1,0.00,0.000000,29,24,1
"138,474,658",Grp1,0.00,0.000000,31,0,0
"138,474,680",Grp2,0.00,0.000000,48,0,0
"138,474,681",Grp2,0.00,0.000000,31,0,0
"138,474,685",Grp1,0.00,0.000000,42,0,0
"138,474,693",Grp2,0.00,0.000000,31,0,0
"138,474,702",Grp1,0.00,0.000000,30,0,0
"138,474,727",Grp2,0.00,0.000000,48,48,0
"138,474,733",Grp2,0.00,0.000000,45,0,0
"138,474,749",Grp1,0.00,0.000000,46,0,0
"138,474,752",Grp1,0.00,0.000000,47,25,0
"138,474,764",Grp2,0.00,0.000000,47,2,0
"138,474,771",Grp2,0.00,0.000000,48,1,0
"138,474,777",Grp1,0.00,0.000000,1,0,0
"138,474,780",Grp2,0.00,0.000000,48,6,0
"138,474,784",Grp1,0.00,0.000000,30,0,0
"138,474,798",Grp1,0.00,0.000000,29,0,0
"138,474,807",Grp2,0.00,0.000000,30,0,0
"138,474,808",Grp2,0.00,0.000000,31,0,0
"138,474,815",Grp1,0.00,0.000000,49,6,0
"138,474,823",Grp2,0.00,0.000000,47,23,0
"138,474,824",Grp2,0.00,0.000000,29,0,0
"138,474,825",Grp2,0.00,0.000000,45,0,0
"138,474,826",Grp2,0.00,0.000000,31,0,0
"138,474,827",Grp2,0.00,0.000000,47,1,0
"138,474,842",Grp2,0.00,0.000000,47,4,0
"138,474,867",Grp2,0.00,0.000000,30,0,0
"138,474,868",Grp2,0.00,0.000000,48,3,0
"138,474,882",Grp2,0.00,0.000000,18,3,1
"138,474,883",Grp2,0.00,0.000000,55,4,0
"138,474,884",Grp2,0.00,0.000000,47,4,0
"138,474,885",Grp2,0.00,0.000000,29,0,0
"138,474,888",Grp1,0.00,0.000000,46,14,0
"138,474,895",Grp2,0.00,0.000000,1,0,0
"138,474,896",Grp2,0.00,0.000000,46,2,0
"138,474,900",Grp1,0.00,0.000000,29,0,0
"138,474,903",Grp1,0.00,0.000000,32,0,0
"138,474,908",Grp2,0.00,0.000000,46,0,0
"138,474,912",Grp2,0.00,0.000000,60,13,0
"138,474,913",Grp2,0.00,0.000000,30,0,0
"138,474,914",Grp2,0.00,0.000000,46,10,0
"138,474,922",Grp2,0.00,0.000000,45,0,0
"138,474,931",Grp2,0.00,0.000000,32,0,0
"138,474,936",Grp1,0.00,0.000000,49,3,0
"138,474,940",Grp2,0.00,0.000000,44,4,0
"138,474,954",Grp1,685.64,112.504623,61,41,0
"138,474,979",Grp1,0.00,0.000000,45,0,0
"138,474,981",Grp1,0.00,0.000000,49,6,0
"138,474,984",Grp2,0.00,0.000000,30,0,0
"138,474,985",Grp2,0.00,0.000000,32,0,0
"138,474,986",Grp2,0.00,0.000000,30,0,0
"138,475,012",Grp2,0.00,0.000000,30,0,0
"138,475,017",Grp1,0.00,0.000000,16,15,0
"138,475,021",Grp2,0.00,0.000000,31,0,0
"138,475,023",Grp2,0.00,0.000000,48,2,0
"138,475,041",Grp1,0.00,0.000000,31,0,0
"138,475,047",Grp2,0.00,0.000000,31,0,0
"138,475,055",Grp1,0.00,0.000000,46,2,0
"138,475,061",Grp2,0.00,0.000000,47,4,0
"138,475,062",Grp2,0.00,0.000000,49,2,0
"138,475,063",Grp2,0.00,0.000000,48,8,0
"138,475,064",Grp2,0.00,0.000000,48,9,0
"138,475,066",Grp2,0.00,0.000000,49,11,0
"138,475,106",Grp2,0.00,0.000000,47,7,0
"138,475,114",Grp1,0.00,0.000000,46,2,0
"138,475,124",Grp2,0.00,0.000000,48,1,0
"138,475,125",Grp2,0.00,0.000000,48,1,0
"138,475,126",Grp2,0.00,0.000000,48,2,0
"138,475,127",Grp2,0.00,0.000000,49,2,0
"138,475,128",Grp2,0.00,0.000000,46,12,0
"138,475,134",Grp2,0.00,0.000000,31,0,0
"138,475,142",Grp1,0.00,0.000000,30,0,0
"138,475,143",Grp2,0.00,0.000000,30,0,0
"138,475,144",Grp2,0.00,0.000000,47,5,0
"138,475,147",Grp1,0.00,0.000000,49,2,0
"138,475,170",Grp2,0.00,0.000000,47,5,0
"138,475,176",Grp1,0.00,0.000000,1,0,0
"138,475,191",Grp2,0.00,0.000000,31,0,0
"138,475,192",Grp2,0.00,0.000000,48,0,0
"138,475,193",Grp2,0.00,0.000000,49,6,0
"138,475,194",Grp2,0.00,0.000000,48,4,0
"138,475,195",Grp2,0.00,0.000000,31,0,0
"138,475,196",Grp1,0.00,0.000000,31,0,0
"138,475,199",Grp1,0.00,0.000000,39,53,1
"138,475,200",Grp1,0.00,0.000000,30,0,0
"138,475,210",Grp2,0.00,0.000000,47,3,0
"138,475,211",Grp2,0.00,0.000000,49,2,0
"138,475,212",Grp2,0.00,0.000000,46,0,0
"138,475,213",Grp2,0.00,0.000000,48,4,0
"138,475,214",Grp2,0.00,0.000000,28,5,1
"138,475,248",Grp2,0.00,0.000000,31,0,0
"138,475,249",Grp2,0.00,0.000000,32,0,0
"138,475,252",Grp2,0.00,0.000000,1,0,0
"138,475,253",Grp2,0.00,0.000000,47,8,0
"138,475,254",Grp2,0.00,0.000000,30,0,0
"138,475,272",Grp2,0.00,0.000000,47,5,0
"138,475,274",Grp2,0.00,0.000000,31,0,0
"138,475,284",Grp1,303.98,38.440567,50,1,0
"138,475,290",Grp1,0.00,0.000000,47,1,0
"138,475,303",Grp2,0.00,0.000000,29,0,0
"138,475,305",Grp2,0.00,0.000000,49,5,0
"138,475,306",Grp2,0.00,0.000000,1,0,0
"138,475,307",Grp2,0.00,0.000000,32,0,0
"138,475,308",Grp2,0.00,0.000000,47,3,0
"138,475,314",Grp2,0.00,0.000000,30,0,0
"138,475,315",Grp2,0.00,0.000000,6,6,1
"138,475,317",Grp2,0.00,0.000000,31,0,0
"138,475,348",Grp2,0.00,0.000000,32,0,0
"138,475,349",Grp2,0.00,0.000000,1,3,1
"138,475,364",Grp1,0.00,0.000000,47,1,0
"138,475,366",Grp1,0.00,0.000000,47,4,0
"138,475,376",Grp1,0.00,0.000000,47,3,0
"138,475,384",Grp1,0.00,0.000000,47,33,0
"138,475,390",Grp2,0.00,0.000000,48,7,0
"138,475,391",Grp2,0.00,0.000000,31,0,0
"138,475,396",Grp2,0.00,0.000000,29,0,0
"138,475,397",Grp2,0.00,0.000000,31,0,0
"138,475,398",Grp2,0.00,0.000000,46,2,0
"138,475,399",Grp2,0.00,0.000000,30,0,0
"138,475,405",Grp1,0.00,0.000000,30,0,0
"138,475,412",Grp2,0.00,0.000000,44,0,0
"138,475,420",Grp1,0.00,0.000000,18,18,1
"138,475,424",Grp2,0.00,0.000000,48,8,0
"138,475,425",Grp2,0.00,0.000000,29,0,0
"138,475,426",Grp2,0.00,0.000000,47,46,0
"138,475,427",Grp2,0.00,0.000000,41,0,0
"138,475,442",Grp1,0.00,0.000000,48,7,0
"138,475,445",Grp2,0.00,0.000000,29,0,0
"138,475,446",Grp2,0.00,0.000000,2,2,1
"138,475,451",Grp1,0.00,0.000000,46,0,0
"138,475,458",Grp1,0.00,0.000000,31,0,0
"138,475,461",Grp2,0.00,0.000000,30,0,0
"138,475,463",Grp2,0.00,0.000000,49,2,0
"138,475,465",Grp2,0.00,0.000000,30,0,0
"138,475,466",Grp2,0.00,0.000000,29,0,0
"138,475,478",Grp1,0.00,0.000000,47,10,0
"138,475,489",Grp1,0.00,0.000000,1,0,0
"138,475,493",Grp1,0.00,0.000000,48,31,0
"138,475,517",Grp1,0.00,0.000000,49,16,0
"138,475,518",Grp1,0.00,0.000000,47,18,0
"138,475,527",Grp2,0.00,0.000000,42,15,0
"138,475,528",Grp2,0.00,0.000000,45,27,0
"138,475,541",Grp2,0.00,0.000000,41,5,0
"138,475,542",Grp2,0.00,0.000000,31,0,0
"138,475,543",Grp2,0.00,0.000000,31,0,0
"138,475,544",Grp1,0.00,0.000000,48,5,0
"138,475,545",Grp1,0.00,0.000000,49,10,0
"138,475,561",Grp1,0.00,0.000000,47,14,0
"138,475,568",Grp1,0.00,0.000000,29,8,1
"138,475,588",Grp2,0.00,0.000000,48,3,0
"138,475,589",Grp2,0.00,0.000000,1,1,1
"138,475,594",Grp1,0.00,0.000000,31,0,0
"138,475,609",Grp2,0.00,0.000000,45,1,0
"138,475,610",Grp2,0.00,0.000000,30,0,0
"138,475,612",Grp2,0.00,0.000000,31,0,0
"138,475,613",Grp2,0.00,0.000000,31,0,0
"138,475,614",Grp2,0.00,0.000000,1,0,0
"138,475,621",Grp1,0.00,0.000000,47,27,0
"138,475,638",Grp1,0.00,0.000000,45,5,0
"138,475,656",Grp1,0.00,0.000000,29,0,0
"138,475,662",Grp2,0.00,0.000000,30,0,0
"138,475,664",Grp2,0.00,0.000000,30,0,0
"138,475,679",Grp2,0.00,0.000000,30,0,0
"138,475,680",Grp2,0.00,0.000000,49,3,0
"138,475,681",Grp2,0.00,0.000000,30,0,0
"138,475,682",Grp2,0.00,0.000000,46,49,0
"138,475,684",Grp2,0.00,0.000000,53,40,0
"138,475,685",Grp2,0.00,0.000000,46,16,0
"138,475,686",Grp2,0.00,0.000000,47,2,0
"138,475,687",Grp2,0.00,0.000000,45,0,0
"138,475,690",Grp1,0.00,0.000000,48,50,0
"138,475,699",Grp1,0.00,0.000000,46,41,0
"138,475,742",Grp2,0.00,0.000000,47,0,0
"138,475,743",Grp2,0.00,0.000000,30,0,0
"138,475,744",Grp2,0.00,0.000000,31,0,0
"138,475,761",Grp2,0.00,0.000000,48,3,0
"138,475,762",Grp2,0.00,0.000000,47,2,0
"138,475,779",Grp1,0.00,0.000000,35,2,0
"138,475,781",Grp2,0.00,0.000000,30,0,0
"138,475,782",Grp2,0.00,0.000000,45,0,0
"138,475,783",Grp2,0.00,0.000000,47,1,0
"138,475,784",Grp2,0.00,0.000000,49,20,0
"138,475,785",Grp2,0.00,0.000000,48,34,0
"138,475,786",Grp2,0.00,0.000000,48,7,0
"138,475,798",Grp1,284.93,50.519655,80,128,0
"138,475,804",Grp1,0.00,0.000000,7,15,1
"138,475,812",Grp1,0.00,0.000000,48,4,0
"138,475,830",Grp1,0.00,0.000000,48,46,0
"138,475,831",Grp1,0.00,0.000000,31,0,0
"138,475,839",Grp2,0.00,0.000000,47,16,0
"138,475,840",Grp1,0.00,0.000000,29,0,0
"138,475,841",Grp2,0.00,0.000000,49,2,0
"138,475,842",Grp2,0.00,0.000000,48,1,0
"138,475,850",Grp1,0.00,0.000000,18,6,1
"138,475,865",Grp2,0.00,0.000000,7,2,1
"138,475,867",Grp2,0.00,0.000000,48,4,0
"138,475,868",Grp2,0.00,0.000000,30,0,0
"138,475,871",Grp1,0.00,0.000000,30,0,0
"138,475,874",Grp1,0.00,0.000000,56,2,0
"138,475,876",Grp2,0.00,0.000000,30,0,0
"138,475,878",Grp2,0.00,0.000000,44,0,0
"138,475,879",Grp2,0.00,0.000000,55,18,0
"138,475,880",Grp2,0.00,0.000000,48,3,0
"138,475,909",Grp2,0.00,0.000000,47,1,0
"138,475,911",Grp2,0.00,0.000000,32,0,0
"138,475,929",Grp2,0.00,0.000000,30,0,0
"138,475,930",Grp2,0.00,0.000000,31,0,0
"138,475,936",Grp2,0.00,0.000000,48,3,0
"138,475,937",Grp2,0.00,0.000000,48,2,0
"138,475,938",Grp2,0.00,0.000000,44,0,0
"138,475,939",Grp2,0.00,0.000000,30,0,0
"138,475,940",Grp2,0.00,0.000000,32,0,0
"138,475,950",Grp2,0.00,0.000000,47,3,0
"138,475,951",Grp2,0.00,0.000000,30,0,0
"138,475,952",Grp2,0.00,0.000000,51,2,0
"138,475,961",Grp1,0.00,0.000000,0,0,0
"138,475,972",Grp2,0.00,0.000000,45,1,0
"138,475,995",Grp1,0.00,0.000000,15,10,1
"138,476,008",Grp1,0.00,0.000000,47,44,0
"138,476,016",Grp1,0.00,0.000000,57,12,0
"138,476,020",Grp1,0.00,0.000000,37,0,0
"138,476,025",Grp2,0.00,0.000000,31,0,0
"138,476,026",Grp2,0.00,0.000000,48,26,0
"138,476,031",Grp1,0.00,0.000000,29,0,0
"138,476,044",Grp2,0.00,0.000000,47,0,0
"138,476,052",Grp2,0.00,0.000000,47,7,0
"138,476,053",Grp1,0.00,0.000000,53,13,0
"138,476,057",Grp1,0.00,0.000000,18,6,1
"138,476,064",Grp2,0.00,0.000000,31,0,0
"138,476,065",Grp2,0.00,0.000000,29,0,0
"138,476,066",Grp2,0.00,0.000000,30,0,0
"138,476,069",Grp2,0.00,0.000000,47,40,0
"138,476,075",Grp1,0.00,0.000000,30,0,0
"138,476,087",Grp1,0.00,0.000000,31,0,0
"138,476,101",Grp1,0.00,0.000000,45,0,0
"138,476,106",Grp1,0.00,0.000000,55,29,0
"138,476,115",Grp1,0.00,0.000000,48,3,0
"138,476,119",Grp2,0.00,0.000000,45,0,0
"138,476,121",Grp2,0.00,0.000000,47,1,0
"138,476,133",Grp2,0.00,0.000000,32,0,0
"138,476,134",Grp2,0.00,0.000000,47,7,0
"138,476,135",Grp2,0.00,0.000000,49,70,0
"138,476,136",Grp2,0.00,0.000000,31,0,0
"138,476,137",Grp2,0.00,0.000000,30,0,0
"138,476,138",Grp2,0.00,0.000000,30,0,0
"138,476,139",Grp2,0.00,0.000000,31,0,0
"138,476,141",Grp2,0.00,0.000000,29,0,0
"138,476,163",Grp1,0.00,0.000000,33,0,0
"138,476,167",Grp2,0.00,0.000000,30,0,0
